eSLDB code	Original Database Code	SwissProt entry	SwissProt homologue	Prediction
CE000003641	T09A12.4d.2	None	ESR1_MESAU	Secretory
CE000003642	T09A12.4d.1	None	ESR1_MESAU	Mitochondrion
CE000005237	E03D2.2b	None	None	Secretory
CE000022172	Y54G2A.14	None	RCAL2_RHEAM	Mitochondrion
CE000015266	F43C11.9	None	None	Cytoplasm
CE000011209	C45G7.2	None	None	Nucleus
CE000021460	F19B6.1b	None	None	Cytoplasm
CE000014007	F11A6.1b	None	FURIN_BOVIN	Cytoplasm
CE000018689	F36F12.7	None	None	Secretory
CE000025296	C32B5.1b	None	None	Cytoplasm
CE000022894	F10G2.3	None	PLA2R_BOVIN	Secretory
CE000013758	R04F11.1	None	None	Transmembrane
CE000020792	W07B8.4	None	CATB_CHICK	Secretory
CE000007884	ZK637.9a	None	None	Cytoplasm
CE000019648	AC7.1a	None	NK3R_HUMAN	None
CE000024848	C17A2.2	None	None	Transmembrane
CE000002530	R09D1.4	None	CHIA_BOVIN	Transmembrane
CE000013110	T09E11.8	None	None	Secretory
CE000014126	Y61A9LA.8	None	None	Nucleus
CE000015751	C05B5.5	None	None	Secretory
CE000001149	F01D4.9	None	B3GN6_HUMAN	Nucleus
CE000019936	F39C12.3a.1	None	TSN7_MOUSE	Transmembrane
CE000019935	F39C12.3a.2	None	TSN7_MOUSE	Transmembrane
CE000015648	D2045.7	None	BMP2K_HUMAN	Cytoplasm
CE000015648	D2045.7	None	KS6A5_HUMAN	Cytoplasm
CE000025635	ZK899.7	None	None	Nucleus
CE000021516	Y94H6A.10	None	None	Cytoplasm
CE000016768	F26E4.4	None	None	Cytoplasm
CE000017207	C01G8.5b	None	MOEH_DROME	Mitochondrion
CE000006076	K10B4.6b	None	WNT1_CAEEL	Nucleus
CE000021356	ZK380.2	None	None	Secretory
CE000009575	T15D6.7	None	B3GA3_HUMAN	Nucleus
CE000010166	C24H11.3	TBX38_CAEEL	TBX8_CAEEL	Mitochondrion
CE000012634	C34D4.12	None	PPIL2_HUMAN	Secretory
CE000003567	F09F7.2a	None	CETN1_HUMAN	Cytoplasm
CE000010452	Y53F4B.29	None	PTGD2_CHICK	Cytoplasm
CE000022677	K07A12.1	None	TCF25_MOUSE	Cytoplasm
CE000022898	F10G2.4	None	None	Cytoplasm
CE000013432	Y48C3A.12	None	T22D1_MOUSE	Cytoplasm
CE000008190	C18D4.2.1	None	None	Cytoplasm
CE000008189	C18D4.2.2	None	None	Secretory
CE000019465	F26F12.8	None	None	None
CE000004298	Y53C12B.3b	None	None	Mitochondrion
CE000013741	Y41C4A.7	None	None	Secretory
CE000008302	Y54G11A.14	None	None	Cytoplasm
CE000023390	F39F10.3	None	KC1B_BOVIN	Nucleus
CE000022329	C52E4.2.1	None	MIFH_BRUMA	Nucleus
CE000022328	C52E4.2.2	None	MIFH_BRUMA	Secretory
CE000016613	C24D10.4	None	None	Transmembrane
CE000008414	F39H12.3	None	None	Secretory
CE000015814	F01F1.10a	None	None	Mitochondrion
CE000004024	F55C7.7f	None	HAPIP_RAT	Cytoplasm
CE000015038	F12E12.7	None	PGDH_HUMAN	Transmembrane
CE000016699	F54G8.4	None	TRIM2_MOUSE	Secretory
CE000010530	ZK809.5b	None	None	Mitochondrion
CE000000004	F18A1.4a	None	None	Secretory
CE000000915	F53G12.4	None	None	Cytoplasm
CE000009498	T25G12.4	None	RAB6A_MOUSE	Mitochondrion
CE000015579	C44F1.5	None	ADCY1_HUMAN	Transmembrane
CE000018911	F54A3.4	None	CBS_RAT	Secretory
CE000019128	R11F4.3	None	None	Secretory
CE000021623	ZK185.1	None	None	Mitochondrion
CE000013993	K09F5.3a	None	None	Transmembrane
CE000010138	C34E11.2	None	None	Mitochondrion
CE000009302	ZC308.1c	None	None	Nucleus
CE000023298	C40C9.4	None	None	Cytoplasm
CE000004889	C44B12.5	None	None	Transmembrane
CE000003565	W05F2.4b	None	None	None
CE000025806	Y51H4A.12	None	None	Secretory
CE000025696	C26F1.10.1	None	None	Nucleus
CE000025699	C26F1.10.2	None	None	Nucleus
CE000002637	ZK1025.4	None	None	Transmembrane
CE000022730	F28B1.6	None	None	Transmembrane
CE000023905	K08C9.7	None	None	Secretory
CE000012680	Y34D9B.1a	None	FZD4_CHICK	Transmembrane
CE000009688	ZK418.3	None	None	Transmembrane
CE000018086	T04D3.1	None	None	Mitochondrion
CE000000233	T04C10.4.2	None	None	Nucleus
CE000000234	T04C10.4.3	None	None	Cytoplasm
CE000001141	T04C10.4.1	None	None	Cytoplasm
CE000006406	F11E6.1a	None	GLCM_HUMAN	Nucleus
CE000006081	K02F2.2.1	None	SAHH_MOUSE	Secretory
CE000006081	K02F2.2.1	None	SAHH_RAT	Secretory
CE000006078	K02F2.2.2	None	SAHH_MOUSE	Secretory
CE000006078	K02F2.2.2	None	SAHH_HUMAN	Secretory
CE000006078	K02F2.2.2	None	SAHH_PIG	Secretory
CE000006078	K02F2.2.2	None	SAHH_RAT	Secretory
CE000006081	K02F2.2.1	None	SAHH_PIG	Secretory
CE000006081	K02F2.2.1	None	SAHH_HUMAN	Secretory
CE000005452	ZK550.1	None	None	Transmembrane
CE000014524	Y54G2A.17a.1	None	None	None
CE000014523	Y54G2A.17a.2	None	None	None
CE000005740	F33E11.1	None	RXRA_HUMAN	Secretory
CE000025656	F40F9.4	None	None	Transmembrane
CE000012480	C53A5.10	None	None	Transmembrane
CE000001743	ZK596.2	None	KC1A_RAT	Secretory
CE000018744	F57A8.4	None	None	Transmembrane
CE000025574	ZK1128.4	None	TF2H3_HUMAN	Secretory
CE000008175	W06H8.8c	None	TITIN_DROME	Secretory
CE000002965	F40G9.1	None	EHMT1_HUMAN	Cytoplasm
CE000017952	Y77E11A.8	None	None	Nucleus
CE000024830	T21B4.1	None	None	Transmembrane
CE000015458	C14B9.8	None	None	Secretory
CE000009068	F18E2.5	None	GNA13_MOUSE	Cytoplasm
CE000004693	Y54F10AM.7	None	None	Cytoplasm
CE000021254	B0024.2	None	MSRE_MOUSE	Secretory
CE000004883	C54D10.11	None	None	Secretory
CE000005018	Y108G3AL.2	None	None	Secretory
CE000022409	C12D8.13	None	None	Transmembrane
CE000014174	F55A4.8b	None	VACHT_BRARE	Transmembrane
CE000006047	T05F1.5	None	None	Mitochondrion
CE000008989	F42C5.3	None	None	Cytoplasm
CE000025616	F22B7.13	GPR1_CAEEL	GPR2_CAEEL	Cytoplasm
CE000025616	F22B7.13	GPR1_CAEEL	GPR1_CAEEL	Cytoplasm
CE000020822	T28H11.7	None	None	Cytoplasm
CE000024002	K01B6.1	None	FMNL_MOUSE	Nucleus
CE000017780	C03A7.1	None	None	Secretory
CE000020156	Y53F4B.39	None	None	Nucleus
CE000016645	C34F6.7	None	None	Transmembrane
CE000020915	Y57A10C.4	SRE26_CAEEL	None	Transmembrane
CE000014528	F35C5.5a	None	None	Secretory
CE000012032	Y39B6A.6	None	IM23_SCHJA	Transmembrane
CE000021987	Y73F8A.10	None	None	Mitochondrion
CE000004918	F18A11.1	None	FBF1_CAEEL	Cytoplasm
CE000007155	Y51A2D.19b	None	KCMA1_HUMAN	Transmembrane
CE000007155	Y51A2D.19b	None	KCMA1_RABIT	Transmembrane
CE000007155	Y51A2D.19b	None	KCMA1_RAT	Transmembrane
CE000003569	C36B1.12c.1	None	HM13_MOUSE	None
CE000003570	C36B1.12c.2	None	HM13_MOUSE	None
CE000007935	B0464.7.2	BAF1_CAEEL	BAF_HUMAN	Nucleus
CE000007936	B0464.7.1	BAF1_CAEEL	BAF_HUMAN	Nucleus
CE000012403	H06I04.5	None	PTPRZ_HUMAN	Transmembrane
CE000022255	F10G7.5.2	None	None	Transmembrane
CE000022256	F10G7.5.1	None	None	Transmembrane
CE000006797	K10C3.4	None	None	Nucleus
CE000008657	F56A4.5	None	None	Cytoplasm
CE000013176	ZK1290.11	None	None	Cytoplasm
CE000023468	Y65B4A.3	None	CHMP6_HUMAN	Cytoplasm
CE000004157	E03H4.6	NH174_CAEEL	ESR1_POEGU	Nucleus
CE000018565	T05D4.1.2	None	None	Secretory
CE000018564	T05D4.1.1	None	None	Cytoplasm
CE000002866	K08E5.2b.3	None	S13A3_RAT	None
CE000002865	K08E5.2b.1	None	S13A3_RAT	Transmembrane
CE000002867	K08E5.2b.2	None	S13A3_RAT	Transmembrane
CE000002539	F36H1.10	None	None	Transmembrane
CE000016376	C16C8.18	None	None	Cytoplasm
CE000014239	R07E5.10	None	None	Cytoplasm
CE000019171	Y66D12A.9	None	None	Nucleus
CE000004705	W07G1.2	None	None	Transmembrane
CE000018746	F57A8.6	None	None	Nucleus
CE000011917	T12E12.1.2	ARI2_CAEEL	ARI2_MOUSE	Mitochondrion
CE000019972	T12E12.1.1	ARI2_CAEEL	ARI2_MOUSE	Cytoplasm
CE000011917	T12E12.1.2	ARI2_CAEEL	ARI2_HUMAN	Mitochondrion
CE000019972	T12E12.1.1	ARI2_CAEEL	ARI2_HUMAN	Cytoplasm
CE000023345	ZC239.4	None	KCD13_HUMAN	Secretory
CE000003012	C29F9.3a.1	None	None	Cytoplasm
CE000003011	C29F9.3a.2	None	None	Cytoplasm
CE000011513	Y45F10B.11	None	None	Transmembrane
CE000020636	F19B10.9	TBX18_CAEEL	TBX18_CAEEL	Secretory
CE000001258	B0491.8b	None	CLCN2_RAT	Transmembrane
CE000015036	F12E12.2	None	None	Cytoplasm
CE000002506	Y49F6B.8	None	None	Nucleus
CE000019114	T19B10.4b	None	None	Cytoplasm
CE000010972	T25C8.2.3	None	ACTM_STYPL	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_OREMO	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB1_BRARE	Secretory
CE000010972	T25C8.2.3	None	ACTC_STYPL	Cytoplasm
CE000010971	T25C8.2.1	None	ACTC_STRPU	Secretory
CE000010972	T25C8.2.3	None	ACTB_CRIGR	Cytoplasm
CE000010971	T25C8.2.1	None	ACT1_LUMTE	Secretory
CE000010972	T25C8.2.3	None	ACT3_LIMPO	Cytoplasm
CE000010972	T25C8.2.3	None	ACTC_FUGRU	Cytoplasm
CE000010972	T25C8.2.3	None	ACTM_APLCA	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_CAVPO	Secretory
CE000010972	T25C8.2.3	None	ACTS_CHICK	Cytoplasm
CE000010972	T25C8.2.3	None	ACTE_STRPU	Cytoplasm
CE000010972	T25C8.2.3	None	ACTH_RAT	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_CERAE	Secretory
CE000010971	T25C8.2.1	None	ACTC_BRABE	Secretory
CE000010971	T25C8.2.1	None	ACTB_SHEEP	Secretory
CE000010972	T25C8.2.3	None	ACT3_XENLA	Cytoplasm
CE000010971	T25C8.2.1	None	ACT8_XENLA	Secretory
CE000010972	T25C8.2.3	None	ACTG_MOUSE	Cytoplasm
CE000010971	T25C8.2.1	None	ACT1_BACDO	Secretory
CE000010972	T25C8.2.3	None	ACT4_BOMMO	Cytoplasm
CE000010971	T25C8.2.1	None	ACT2_XENLA	Secretory
CE000010971	T25C8.2.1	None	ACT6_DIPDE	Secretory
CE000010971	T25C8.2.1	None	ACTB_XENLA	Secretory
CE000010972	T25C8.2.3	None	ACT1_ONCVO	Cytoplasm
CE000010971	T25C8.2.1	None	ACTT_FUGRU	Secretory
CE000010971	T25C8.2.1	None	ACTG_MOUSE	Secretory
CE000010971	T25C8.2.1	None	ACTB_CAMDR	Secretory
CE000010971	T25C8.2.1	None	ACT1_ONCVO	Secretory
CE000010971	T25C8.2.1	None	ACTA_CHICK	Secretory
CE000010971	T25C8.2.1	None	ACT1_CAEEL	Secretory
CE000010971	T25C8.2.1	None	ACTC_PISOC	Secretory
CE000010971	T25C8.2.1	None	ACTH_RAT	Secretory
CE000010971	T25C8.2.1	None	ACT2_ARTSX	Secretory
CE000010971	T25C8.2.1	None	ACTB_ORYLA	Secretory
CE000010972	T25C8.2.3	None	ACTC_STRPU	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_OREMO	Secretory
CE000010971	T25C8.2.1	None	ACT_HYDAT	Secretory
CE000010971	T25C8.2.1	None	ACTB_MESAU	Secretory
CE000010971	T25C8.2.1	None	ACT2_BOMMO	Secretory
CE000010971	T25C8.2.1	None	ACTM_APLCA	Secretory
CE000010971	T25C8.2.1	None	ACT3_BACDO	Secretory
CE000010972	T25C8.2.3	None	ACTC_BRABE	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_XENLA	Cytoplasm
CE000010971	T25C8.2.1	None	ACT3_XENLA	Secretory
CE000010971	T25C8.2.1	None	ACTC_HUMAN	Secretory
CE000010971	T25C8.2.1	None	ACT4_ARTSX	Secretory
CE000010971	T25C8.2.1	None	ACTG_TRIVU	Secretory
CE000010971	T25C8.2.1	None	ACTB_CRIGR	Secretory
CE000010971	T25C8.2.1	None	ACTS_FUGRU	Secretory
CE000010971	T25C8.2.1	None	ACT1_DROME	Secretory
CE000010971	T25C8.2.1	None	ACTS_RABIT	Secretory
CE000010971	T25C8.2.1	None	ACT4_BOMMO	Secretory
CE000010971	T25C8.2.1	None	ACT1_SCHMA	Secretory
CE000010972	T25C8.2.3	None	ACT2_HALRO	Cytoplasm
CE000010972	T25C8.2.3	None	ACTS_RABIT	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_ORYLA	Cytoplasm
CE000010971	T25C8.2.1	None	ACTS_CYPCA	Secretory
CE000010972	T25C8.2.3	None	ACT1_SACKO	Cytoplasm
CE000010972	T25C8.2.3	None	ACT1_STRFN	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_CYPCA	Cytoplasm
CE000010971	T25C8.2.1	None	ACTC_BIOTE	Secretory
CE000010971	T25C8.2.1	None	ACTB_CYPCA	Secretory
CE000010972	T25C8.2.3	None	ACT1_BACDO	Cytoplasm
CE000010971	T25C8.2.1	None	ACT3_FUGRU	Secretory
CE000010971	T25C8.2.1	None	ACTC_CHICK	Secretory
CE000010971	T25C8.2.1	None	ACT1_SACKO	Secretory
CE000010971	T25C8.2.1	None	ACTB_RABIT	Secretory
CE000010971	T25C8.2.1	None	ACTB_RAT	Secretory
CE000010971	T25C8.2.1	None	ACTA_LIMPO	Secretory
CE000010971	T25C8.2.1	None	ACT2_DIPDE	Secretory
CE000010971	T25C8.2.1	None	ACTY_LIMPO	Secretory
CE000010972	T25C8.2.3	None	ACT6_DIPDE	Cytoplasm
CE000010971	T25C8.2.1	None	ACT1_BOMMO	Secretory
CE000010972	T25C8.2.3	None	ACTM_STYCL	Cytoplasm
CE000010972	T25C8.2.3	None	ACTY_LIMPO	Cytoplasm
CE000010972	T25C8.2.3	None	ACTC_MOUSE	Cytoplasm
CE000010971	T25C8.2.1	None	ACT5_BACDO	Secretory
CE000010972	T25C8.2.3	None	ACT2_MOLOC	Cytoplasm
CE000010972	T25C8.2.3	None	ACT_MANSE	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_CHICK	Secretory
CE000010971	T25C8.2.1	None	ACT2_CAEEL	Secretory
CE000010972	T25C8.2.3	None	ACT1_XENLA	Cytoplasm
CE000010972	T25C8.2.3	None	ACTA_RABIT	Cytoplasm
CE000010972	T25C8.2.3	None	ACT4_ARTSX	Cytoplasm
CE000010971	T25C8.2.1	None	ACTM_BRABE	Secretory
CE000010971	T25C8.2.1	None	ACTN_STYCL	Secretory
CE000010971	T25C8.2.1	None	ACTA_RABIT	Secretory
CE000010972	T25C8.2.3	None	ACT3_FUGRU	Cytoplasm
CE000010971	T25C8.2.1	None	ACT2_DROME	Secretory
CE000010971	T25C8.2.1	None	ACT3_LIMPO	Secretory
CE000010972	T25C8.2.3	None	ACTB_SHEEP	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_SALSA	Cytoplasm
CE000010971	T25C8.2.1	None	ACT_CRAGI	Secretory
CE000010972	T25C8.2.3	None	ACT1_CAEEL	Cytoplasm
CE000010972	T25C8.2.3	None	ACTC_PISOC	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_RAT	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_CERPY	Secretory
CE000010971	T25C8.2.1	None	ACT2_HALRO	Secretory
CE000010971	T25C8.2.1	None	ACTB_HUMAN	Secretory
CE000010972	T25C8.2.3	None	ACT2_DIPDE	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_MOUSE	Secretory
CE000010972	T25C8.2.3	None	ACT1_DROME	Cytoplasm
CE000010971	T25C8.2.1	None	ACT_MANSE	Secretory
CE000010971	T25C8.2.1	None	ACTB_SALSA	Secretory
CE000010971	T25C8.2.1	None	ACTG_HUMAN	Secretory
CE000010971	T25C8.2.1	None	ACT1_XENLA	Secretory
CE000010971	T25C8.2.1	None	ACTE_STRPU	Secretory
CE000010972	T25C8.2.3	None	ACTB_CHICK	Cytoplasm
CE000010972	T25C8.2.3	None	ACTH_CHICK	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_MESAU	Cytoplasm
CE000010971	T25C8.2.1	None	ACT1_STRFN	Secretory
CE000010971	T25C8.2.1	None	ACTC_STYPL	Secretory
CE000010971	T25C8.2.1	None	ACTC_BRAFL	Secretory
CE000010971	T25C8.2.1	None	ACTS_CHICK	Secretory
CE000010972	T25C8.2.3	None	ACTB_RABIT	Cytoplasm
CE000010972	T25C8.2.3	None	ACTN_STYCL	Cytoplasm
CE000010971	T25C8.2.1	None	ACT5_DIPDE	Secretory
CE000010971	T25C8.2.1	None	ACTC_MOUSE	Secretory
CE000010972	T25C8.2.3	None	ACTB_CAMDR	Cytoplasm
CE000010971	T25C8.2.1	None	ACTM_STYCL	Secretory
CE000010972	T25C8.2.3	None	ACTC_BRAFL	Cytoplasm
CE000010971	T25C8.2.1	None	ACT2_MOLOC	Secretory
CE000010972	T25C8.2.3	None	ACT2_BOMMO	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB2_BRARE	Secretory
CE000010972	T25C8.2.3	None	ACTB_MOUSE	Cytoplasm
CE000010971	T25C8.2.1	None	ACTC_BIOPF	Secretory
CE000010972	T25C8.2.3	None	ACTB_HUMAN	Cytoplasm
CE000010971	T25C8.2.1	None	ACTA_HUMAN	Secretory
CE000010972	T25C8.2.3	None	ACT2_ONCVO	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_CTEID	Cytoplasm
CE000010971	T25C8.2.1	None	ACTM_STYPL	Secretory
CE000010971	T25C8.2.1	None	ACT1_ORYLA	Secretory
CE000010971	T25C8.2.1	None	ACTH_CHICK	Secretory
CE000010971	T25C8.2.1	None	ACTB_PANTR	Secretory
CE000010972	T25C8.2.3	None	ACTG_TRIVU	Cytoplasm
CE000010971	T25C8.2.1	None	ACT3_BOMMO	Secretory
CE000010971	T25C8.2.1	None	ACT5_CHICK	Secretory
CE000010971	T25C8.2.1	None	ACT1_PODCA	Secretory
CE000010971	T25C8.2.1	None	ACTC_FUGRU	Secretory
CE000010972	T25C8.2.3	None	ACTC_BIOOB	Cytoplasm
CE000010971	T25C8.2.1	None	ACTM_HELTB	Secretory
CE000010972	T25C8.2.3	None	ACTF_STRPU	Cytoplasm
CE000010972	T25C8.2.3	None	ACT_PLAMG	Cytoplasm
CE000010971	T25C8.2.1	None	ACT3_PODCA	Secretory
CE000010972	T25C8.2.3	None	ACTA_BOVIN	Cytoplasm
CE000010971	T25C8.2.1	None	ACT1_LYTPI	Secretory
CE000010972	T25C8.2.3	None	ACT_TAESO	Cytoplasm
CE000010972	T25C8.2.3	None	ACT3_DROME	Cytoplasm
CE000010972	T25C8.2.3	None	ACT5_DIPDE	Cytoplasm
CE000010972	T25C8.2.3	None	ACT2_BACDO	Cytoplasm
CE000010972	T25C8.2.3	None	ACT2_LYTPI	Cytoplasm
CE000010971	T25C8.2.1	None	ACT2_FUGRU	Secretory
CE000010971	T25C8.2.1	None	ACTB_STRPU	Secretory
CE000010971	T25C8.2.1	None	ACTF_STRPU	Secretory
CE000010971	T25C8.2.1	None	ACT5C_ANOGA	Secretory
CE000010971	T25C8.2.1	None	ACT6_DROME	Secretory
CE000010972	T25C8.2.3	None	ACTC_BIOAL	Cytoplasm
CE000010972	T25C8.2.3	None	ACT6_DROSI	Cytoplasm
CE000010972	T25C8.2.3	None	ACTG_RAT	Cytoplasm
CE000010972	T25C8.2.3	None	ACT2_FUGRU	Cytoplasm
CE000010972	T25C8.2.3	None	ACT_BRUMA	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_XENBO	Secretory
CE000010972	T25C8.2.3	None	ACT3B_HELAM	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_TRIVU	Secretory
CE000010972	T25C8.2.3	None	ACT2_STRFN	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_CTEID	Secretory
CE000010972	T25C8.2.3	None	ACT1_HELTB	Cytoplasm
CE000010971	T25C8.2.1	None	ACTC_BIOOB	Secretory
CE000010971	T25C8.2.1	None	ACTA_BOVIN	Secretory
CE000010971	T25C8.2.1	None	ACTC_HELTI	Secretory
CE000010971	T25C8.2.1	None	ACTM_STRPU	Secretory
CE000010972	T25C8.2.3	None	ACTC_HELTI	Cytoplasm
CE000010972	T25C8.2.3	None	ACT2_LUMTE	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_XENBO	Cytoplasm
CE000010972	T25C8.2.3	None	ACT1_HALRO	Cytoplasm
CE000010972	T25C8.2.3	None	ACT_MAYDE	Cytoplasm
CE000010971	T25C8.2.1	None	ACT2_ONCVO	Secretory
CE000010971	T25C8.2.1	None	ACT1_DIPDE	Secretory
CE000010971	T25C8.2.1	None	ACT4_DROME	Secretory
CE000010972	T25C8.2.3	None	ACT1_PODCA	Cytoplasm
CE000010971	T25C8.2.1	None	ACT5_DROME	Secretory
CE000010972	T25C8.2.3	None	ACTS_CARAU	Cytoplasm
CE000010971	T25C8.2.1	None	ACT_LUMRU	Secretory
CE000010972	T25C8.2.3	None	ACTA_HUMAN	Cytoplasm
CE000010971	T25C8.2.1	None	ACT1_HELER	Secretory
CE000010971	T25C8.2.1	None	ACT_MAYDE	Secretory
CE000010972	T25C8.2.3	None	ACT2_XENTR	Cytoplasm
CE000010972	T25C8.2.3	None	ACT6_DROME	Cytoplasm
CE000010972	T25C8.2.3	None	ACT5_CHICK	Cytoplasm
CE000010972	T25C8.2.3	None	ACT3_PODCA	Cytoplasm
CE000010972	T25C8.2.3	None	ACT_LUMRU	Cytoplasm
CE000010971	T25C8.2.1	None	ACTC_RAT	Secretory
CE000010971	T25C8.2.1	None	ACT2_STRFN	Secretory
CE000010971	T25C8.2.1	None	ACT3_DROME	Secretory
CE000010971	T25C8.2.1	None	ACT2_SACKO	Secretory
CE000010972	T25C8.2.3	None	ACT3_BOMMO	Cytoplasm
CE000010972	T25C8.2.3	None	ACTM_HELTB	Cytoplasm
CE000010971	T25C8.2.1	None	ACT6_DROSI	Secretory
CE000010972	T25C8.2.3	None	ACTS_ATRMM	Cytoplasm
CE000010971	T25C8.2.1	None	ACTG_BOVIN	Secretory
CE000010971	T25C8.2.1	None	ACTS_MOUSE	Secretory
CE000010972	T25C8.2.3	None	ACTB_PANTR	Cytoplasm
CE000010972	T25C8.2.3	None	ACT2_SACKO	Cytoplasm
CE000010972	T25C8.2.3	None	ACTC_RAT	Cytoplasm
CE000010971	T25C8.2.1	None	ACTA_STRPU	Secretory
CE000010972	T25C8.2.3	None	ACT1_ORYLA	Cytoplasm
CE000010971	T25C8.2.1	None	ACTC_BIOGL	Secretory
CE000010971	T25C8.2.1	None	ACT2_BACDO	Secretory
CE000010971	T25C8.2.1	None	ACT_BRUMA	Secretory
CE000010972	T25C8.2.3	None	ACT1_LYTPI	Cytoplasm
CE000010971	T25C8.2.1	None	ACTC_BRALA	Secretory
CE000010972	T25C8.2.3	None	ACT3_DIPDE	Cytoplasm
CE000010972	T25C8.2.3	None	ACT1_HELER	Cytoplasm
CE000010972	T25C8.2.3	None	ACT1_DIPDE	Cytoplasm
CE000010972	T25C8.2.3	None	ACT5C_ANOGA	Cytoplasm
CE000010972	T25C8.2.3	None	ACTG_BOVIN	Cytoplasm
CE000010971	T25C8.2.1	None	ACTM_BRAFL	Secretory
CE000010972	T25C8.2.3	None	ACTC_BIOPF	Cytoplasm
CE000010972	T25C8.2.3	None	ACTC_HALRO	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_TRIVU	Cytoplasm
CE000010972	T25C8.2.3	None	ACTA_STRPU	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB2_BRARE	Cytoplasm
CE000010972	T25C8.2.3	None	ACT4_DROME	Cytoplasm
CE000010971	T25C8.2.1	None	ACTS_CARAU	Secretory
CE000010971	T25C8.2.1	None	ACTC_BIOAL	Secretory
CE000010971	T25C8.2.1	None	ACT3_DIPDE	Secretory
CE000010971	T25C8.2.1	None	ACT1_HELTB	Secretory
CE000010971	T25C8.2.1	None	ACT1_ECHGR	Secretory
CE000010972	T25C8.2.3	None	ACT5_DROME	Cytoplasm
CE000010971	T25C8.2.1	None	ACTM_BRALA	Secretory
CE000010972	T25C8.2.3	None	ACTM_CIOSA	Cytoplasm
CE000010972	T25C8.2.3	None	ACT3A_HELAM	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_STRPU	Cytoplasm
CE000010971	T25C8.2.1	None	ACTH_HUMAN	Secretory
CE000010971	T25C8.2.1	None	ACT_PLAMG	Secretory
CE000010971	T25C8.2.1	None	ACTA_RAT	Secretory
CE000010972	T25C8.2.3	None	ACTM_BRAFL	Cytoplasm
CE000010972	T25C8.2.3	None	ACTH_MOUSE	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_SIGHI	Secretory
CE000010971	T25C8.2.1	None	ACT3A_HELAM	Secretory
CE000010972	T25C8.2.3	None	ACTB_CERPY	Cytoplasm
CE000010972	T25C8.2.3	None	ACT5_XENLA	Cytoplasm
CE000010972	T25C8.2.3	None	ACTC_BIOGL	Cytoplasm
CE000010972	T25C8.2.3	None	ACTH_HUMAN	Cytoplasm
CE000010971	T25C8.2.1	None	ACT2_LUMTE	Secretory
CE000010971	T25C8.2.1	None	ACTS_BOVIN	Secretory
CE000010971	T25C8.2.1	None	ACTG_ANSAN	Secretory
CE000010972	T25C8.2.3	None	ACTM_MOLOC	Cytoplasm
CE000010972	T25C8.2.3	None	ACTG_HUMAN	Cytoplasm
CE000010972	T25C8.2.3	None	ACT1_AEDAE	Cytoplasm
CE000010971	T25C8.2.1	None	ACTA_MOUSE	Secretory
CE000010971	T25C8.2.1	None	ACT5_XENLA	Secretory
CE000010972	T25C8.2.3	None	ACTS_MOUSE	Cytoplasm
CE000010972	T25C8.2.3	None	ACT4_CAEEL	Cytoplasm
CE000010972	T25C8.2.3	None	ACTA_MOUSE	Cytoplasm
CE000010971	T25C8.2.1	None	ACTB_HORSE	Secretory
CE000010972	T25C8.2.3	None	ACTB_CERAE	Cytoplasm
CE000010971	T25C8.2.1	None	ACTM_MOLOC	Secretory
CE000010971	T25C8.2.1	None	ACTM_PISOC	Secretory
CE000010972	T25C8.2.3	None	ACTM_HELER	Cytoplasm
CE000010972	T25C8.2.3	None	ACTC_HUMAN	Cytoplasm
CE000010972	T25C8.2.3	None	ACT2_SCHMA	Cytoplasm
CE000010972	T25C8.2.3	None	ACT2_ECHGR	Cytoplasm
CE000010971	T25C8.2.1	None	ACTS_OREMO	Secretory
CE000010972	T25C8.2.3	None	ACT2_CAEEL	Cytoplasm
CE000010972	T25C8.2.3	None	ACTD_STRPU	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_SIGHI	Cytoplasm
CE000010971	T25C8.2.1	None	ACTS_HUMAN	Secretory
CE000010972	T25C8.2.3	None	ACTM_BRABE	Cytoplasm
CE000010972	T25C8.2.3	None	ACTB_HORSE	Cytoplasm
